"visitorID","age","gender","twodrinksweek","exerciseweekly","pjam_metallica_gnr","avg_rides_per_visit","lobclaw"
8361,35,1,0,0,0,12,1
8372,29,1,1,0,1,15,1
8373,32,1,1,1,0,13,1
8378,40,1,1,0,0,11,1
8379,40,1,1,1,0,14,0
8380,42,1,0,0,0,11,0
8381,43,0,1,0,1,12,1
8383,28,0,1,0,0,11,0
8394,36,1,1,0,0,13,1
8400,30,0,0,1,1,14,0
8404,24,0,1,1,0,15,0
8406,35,1,1,1,1,13,1
8410,37,0,0,1,0,12,1
8413,26,0,0,1,0,11,0
8419,22,0,0,0,0,12,1
8426,44,1,1,0,1,13,1
8434,41,1,0,1,0,11,1
8436,33,0,1,0,0,12,1
8442,35,1,0,0,1,11,1
8444,52,0,0,1,0,12,0
8446,26,0,1,0,1,15,1
8447,34,0,1,1,1,16,1
8448,32,1,0,1,0,19,0
8456,34,0,0,0,0,13,1
8458,31,1,1,0,1,13,1
8463,43,1,1,1,0,15,1
8465,39,1,0,1,0,12,1
8472,39,1,0,1,0,13,1
8476,38,1,1,0,0,11,0
8482,28,0,1,1,0,13,1
8486,48,1,1,1,0,17,0
8491,32,0,0,0,0,13,1
8496,37,0,1,1,0,11,1
8500,46,1,0,1,1,14,1
8510,32,1,1,1,0,11,1
8511,34,1,1,0,1,12,1
8512,33,0,0,0,0,12,0
8513,34,0,1,1,0,12,1
8518,28,0,0,1,1,12,1
8521,49,0,0,0,0,11,1
8522,32,0,0,1,1,11,0
8525,28,0,1,1,0,13,1
8531,43,1,0,0,1,12,1
8533,33,1,1,0,0,16,1
8540,15,0,1,0,0,12,1
8544,38,0,1,0,1,20,1
8549,45,0,1,0,0,13,1
8558,32,0,0,1,1,16,1
8564,29,1,1,1,0,14,1
8567,26,0,0,1,0,12,1
8571,28,1,1,0,1,11,1
8572,38,1,1,0,0,12,1
8577,33,1,1,1,1,11,1
8578,25,0,0,1,0,11,1
8587,36,1,1,1,0,16,1
8588,34,0,0,0,0,11,1
8590,23,0,1,1,0,13,1
8593,39,0,0,1,0,11,0
8594,29,1,0,1,0,13,1
8595,37,1,1,0,0,11,1
8599,42,1,1,1,0,12,1
8601,36,0,1,1,0,12,0
8607,23,0,1,0,0,12,1
8608,39,1,1,1,0,11,1
8611,37,1,0,0,0,14,1
8615,46,1,0,0,1,13,1
8626,30,0,1,0,0,14,0
8629,36,1,0,0,0,14,0
8630,24,1,1,0,0,14,1
8641,43,1,1,1,0,11,0
8647,53,0,1,1,0,12,0
8649,35,0,1,0,0,16,1
8652,32,0,0,0,0,13,1
8654,48,0,1,0,0,11,0
8659,50,1,1,0,0,12,1
8662,41,0,1,1,0,11,1
8663,34,0,1,0,1,11,1
8664,39,0,1,0,0,12,1
8665,33,0,0,1,1,15,0
8672,34,0,0,0,0,15,1
8673,28,0,0,0,0,12,0
8675,31,0,1,1,0,15,1
8676,21,1,1,0,0,12,1
8678,22,0,0,0,0,14,0
8680,30,0,1,0,1,11,1
8682,40,1,1,0,1,11,1
8685,44,0,1,1,0,13,0
8693,33,1,1,0,1,16,1
8696,29,1,1,0,0,14,1
8698,35,1,1,0,0,12,1
8709,39,0,1,1,1,12,1
8711,41,1,0,1,0,14,0
8719,24,1,1,1,0,12,1
8721,38,0,1,0,1,12,0
8724,42,0,1,0,0,12,0
8726,37,1,1,1,0,13,1
8734,27,1,1,0,0,15,1
8739,43,1,0,0,0,12,1
8740,28,0,1,0,0,11,1
8754,38,1,0,1,0,14,0
8755,39,1,0,0,1,11,1
8762,27,0,1,1,0,11,1
8766,28,0,1,1,0,12,1
8773,33,0,0,0,1,12,1
8774,33,0,0,1,1,11,1
8778,35,1,1,0,0,12,0
8787,36,0,1,0,0,13,1
8790,32,1,1,1,0,12,1
8794,35,1,1,0,0,11,1
8798,31,1,1,0,0,14,1
8801,38,0,0,0,1,11,1
8813,23,1,0,1,1,11,0
8821,25,0,1,1,0,11,0
8823,40,0,1,0,1,11,1
8828,25,1,1,1,0,11,1
8829,32,1,1,1,0,13,0
8830,41,0,0,0,0,13,1
8839,31,0,1,1,1,11,1
8849,38,1,1,0,0,12,1
8852,27,0,1,0,1,13,1
8854,29,0,0,1,1,13,1
8855,28,0,1,0,0,12,1
8856,30,0,0,0,1,11,0
8858,37,0,0,0,0,18,1
8869,40,0,1,0,0,12,1
8870,36,0,1,1,0,19,1
8872,34,0,0,1,0,11,1
8880,34,1,0,1,0,11,0
8884,40,0,1,0,1,11,1
8886,44,1,1,0,0,13,1
8896,30,1,1,1,1,11,1
8899,39,1,0,0,1,12,1
8900,45,0,1,0,0,12,1
8901,35,0,0,1,0,13,0
8903,39,1,0,1,0,11,1
8904,35,0,0,0,1,14,1
8905,31,1,1,0,0,13,1
8907,43,1,0,1,1,13,1
8910,30,1,0,0,1,13,1
8913,29,1,0,0,0,11,1
8921,42,1,0,1,0,12,1
8926,37,0,1,1,0,11,1
8931,35,1,1,1,0,11,1
8934,38,0,1,1,0,12,1
8935,43,0,0,0,0,11,1
8938,34,1,0,1,1,13,1
8941,29,0,0,0,0,11,0
8942,20,0,1,1,0,13,1
8949,41,1,1,1,0,11,1
8952,36,0,0,1,0,11,1
8956,43,0,1,0,0,12,1
8959,28,0,1,1,1,11,1
8960,42,1,1,1,0,11,0
8961,36,1,0,1,0,13,1
8965,37,1,0,0,0,13,0
8967,31,0,1,1,1,11,1
8986,27,1,0,0,0,13,1
9002,27,1,0,1,1,12,1
9004,17,1,0,1,0,13,1
9013,37,1,0,0,1,12,1
9016,43,0,0,1,0,13,0
9019,29,1,0,0,0,11,1
9023,30,0,1,1,1,11,1
9026,35,1,0,1,0,14,1
9032,30,0,1,1,1,12,0
9035,34,0,0,0,0,15,1
9036,33,0,1,0,0,11,1
9039,40,0,1,0,1,11,1
9048,46,1,0,1,0,11,0
9051,26,0,1,0,0,15,1
9058,34,0,0,1,0,11,1
9061,32,0,0,0,0,17,1
9062,41,1,1,0,0,11,1
9063,33,0,1,0,0,13,0
9065,28,0,0,1,0,11,1
9067,41,0,1,0,0,11,1
9071,36,0,0,0,0,12,0
9072,35,0,1,0,1,13,1
9077,30,1,1,0,0,12,0
9080,36,1,1,1,0,12,0
9083,37,0,0,1,1,12,1
9085,28,0,1,0,0,13,1
9086,37,1,1,0,1,14,0
9089,29,0,1,0,0,12,1
9091,37,0,0,0,0,12,1
9096,47,1,1,1,0,15,1
9097,43,1,0,0,0,14,1
9098,23,1,1,0,0,13,0
9106,27,1,0,0,1,12,0
9117,33,1,1,0,0,12,1
9120,25,0,1,1,0,12,1
9121,31,1,0,0,0,12,1
9125,31,1,0,1,1,15,0
9132,29,0,1,0,0,13,1
9134,42,1,1,0,0,11,1
9137,34,1,1,0,1,12,1
9139,32,1,1,0,1,13,1
9141,38,0,1,1,0,11,1
9162,41,1,1,0,0,12,1
9175,36,0,0,1,0,12,1
9183,36,1,0,0,1,11,1
9187,39,0,1,1,1,14,1
9188,33,0,1,0,0,11,1
9189,36,1,1,0,0,11,0
9194,36,0,1,0,1,11,1
9196,27,0,1,0,0,11,1
9198,47,1,0,1,0,11,0
9199,19,0,0,0,0,15,1
9200,22,0,0,1,0,11,1
9205,33,0,1,0,0,13,1
9207,25,0,1,0,0,12,1
9214,34,1,0,1,0,11,1
9218,28,0,0,0,0,11,0
9219,33,0,1,0,0,11,1
9221,37,1,1,0,0,11,1
9231,44,0,1,0,0,11,1
9233,40,1,1,0,0,13,1
9238,33,1,0,1,0,12,0
9239,32,1,1,0,0,11,1
9241,45,1,0,0,0,12,1
9245,22,0,1,1,0,12,1
9246,19,1,1,1,0,16,1
9248,34,1,1,0,0,11,1
9252,29,0,1,0,0,13,1
9254,38,0,1,0,0,11,0
9255,21,1,1,1,1,11,1
9259,28,0,1,1,0,12,1
9260,29,0,1,1,1,12,1
9263,26,1,1,0,1,11,1
9264,39,0,0,0,0,12,1
9270,44,1,0,1,1,12,1
9272,39,1,0,1,0,11,1
9278,30,0,0,0,0,12,0
9283,36,1,0,0,0,12,1
9285,31,1,1,0,0,12,1
9292,42,1,0,1,0,11,0
9297,26,0,1,0,0,12,1
9299,47,1,1,0,1,11,1
9300,38,1,0,1,1,12,1
9301,38,1,0,0,0,12,1
9305,38,1,1,0,0,12,1
9307,27,0,1,0,0,11,1
9309,41,1,1,0,0,13,1
9314,42,1,1,0,0,13,1
9318,45,1,1,0,1,12,1
9319,36,1,1,0,0,11,1
9333,50,0,1,0,0,12,1
9338,21,0,1,1,0,13,1
9341,36,1,0,0,1,13,1
9343,45,1,0,0,1,12,1
9345,41,0,1,0,0,11,1
9349,30,1,0,0,1,13,1
9351,41,0,1,1,1,16,1
9357,17,1,0,0,0,13,1
9360,32,0,1,0,0,11,1
9362,32,1,1,1,1,11,1
9363,39,1,1,0,1,12,1
9364,35,1,1,1,0,11,1
9365,38,1,0,1,1,14,1
9366,30,1,1,1,0,12,1
9369,25,0,0,0,0,13,1
9374,15,1,0,1,0,13,1
9378,21,1,1,0,0,12,1
9379,16,0,1,1,0,11,1
9380,36,1,0,1,1,11,1
9383,37,1,1,0,0,11,1
9384,35,1,1,0,0,11,1
9386,33,1,1,0,1,12,1
9390,30,1,1,0,0,13,1
9391,42,1,1,1,0,12,1
9396,30,1,1,1,0,11,1
9398,37,0,1,0,0,13,1
9399,21,0,1,1,1,14,0
9403,33,1,1,0,0,11,1
9407,39,1,1,0,0,13,1
9411,35,1,0,0,0,14,0
9414,38,0,1,0,0,13,1
9418,38,0,1,0,0,12,1
9420,29,0,1,1,0,11,0
9424,34,1,0,1,0,13,1
9429,44,1,1,0,0,11,1
9430,35,0,1,1,0,11,0
9432,39,1,1,0,0,12,1
9433,28,1,1,0,0,12,1
9434,39,1,1,1,1,13,0
9435,28,1,1,1,0,14,1
9437,39,0,0,0,1,12,1
9439,35,1,0,1,0,13,1
9443,24,1,1,0,0,11,1
9444,29,0,1,0,1,12,0
9449,25,1,0,0,0,13,1
9454,38,0,1,1,0,11,1
9455,41,0,1,1,0,11,1
9462,52,0,1,0,0,12,1
9464,28,0,1,1,0,14,1
9465,35,1,1,0,0,11,1
9470,46,0,1,0,0,11,0
9471,30,0,0,1,1,11,1
9482,32,0,0,0,1,12,1
9491,31,1,1,0,1,12,1
9500,19,1,0,1,0,12,0
9501,45,1,1,1,0,12,1
9503,46,1,0,0,0,13,1
9509,44,0,0,0,1,11,1
9514,32,0,1,1,0,12,1
9515,38,0,1,1,0,12,1
9517,33,1,0,0,1,11,1
9522,40,0,0,1,0,11,1
9538,31,0,1,0,0,11,1
9543,37,0,1,1,0,11,1
9552,43,0,0,1,0,13,1
9553,33,1,1,0,0,15,1
9558,31,0,1,0,0,12,1
9559,32,1,1,1,1,15,1
9562,59,0,1,0,0,14,1
9563,28,0,0,0,1,12,1
9564,35,1,1,0,0,18,1
9567,38,1,0,1,0,13,1
9568,37,1,1,1,1,11,1
9569,32,0,1,0,1,11,0
9576,43,0,1,0,0,12,0
9577,48,1,0,1,0,16,1
9578,36,1,0,1,0,14,1
9579,30,0,1,0,0,11,1
9580,35,1,1,0,0,12,0
9587,33,1,1,1,0,13,0
9593,30,0,1,0,1,11,1
9600,31,0,1,0,1,11,1
9603,21,0,1,0,0,11,1
9606,45,0,1,0,1,11,1
9609,32,0,1,0,0,12,0
9610,18,1,1,1,0,12,1
9611,15,0,1,1,0,11,0
9612,22,1,1,1,0,11,1
9613,24,1,1,0,0,12,0
9614,36,1,0,1,0,12,1
9617,47,0,1,0,0,11,0
9629,41,0,1,0,1,12,1
9643,37,1,1,0,0,12,1
9659,37,0,1,0,0,11,1
9660,52,1,0,1,0,12,1
9661,40,1,1,1,0,11,1
9676,56,1,0,0,1,11,1
9681,41,0,1,1,0,14,1
9689,51,0,1,0,0,12,1
9690,37,1,1,1,0,13,1
9693,39,0,0,1,0,11,1
9695,36,1,0,0,0,11,1
9696,38,1,1,0,1,11,1
9707,42,0,0,0,0,13,1
9708,30,0,0,0,0,14,1
9711,46,0,1,1,1,13,0
9716,45,0,1,1,0,16,0
9717,32,0,1,0,1,12,1
9719,37,0,1,1,1,13,1
9721,50,0,1,0,0,16,0
9723,35,0,1,1,0,11,1
9734,32,0,0,0,0,12,1
9737,43,1,1,1,0,18,1
9738,34,1,1,0,0,13,1
9742,29,1,1,1,0,13,1
9744,35,1,1,0,1,16,1
9748,32,0,0,1,1,11,1
9750,44,1,1,1,0,11,0
9753,30,0,0,1,0,13,1
9754,35,0,0,0,0,12,0
9764,26,0,1,0,1,13,1
9766,25,0,0,1,1,13,1
9769,48,1,1,0,0,11,0
9776,22,1,1,0,0,12,0
9779,29,0,1,0,0,11,1
9780,37,1,1,0,0,13,1
9783,37,1,1,0,1,13,0
9787,36,1,1,1,0,14,0
9788,28,0,1,0,0,11,0
9791,36,1,1,0,1,18,1
9808,40,0,1,0,1,15,1
9813,26,0,0,0,1,13,1
9816,37,0,1,1,0,11,1
9817,33,1,1,0,0,11,1
9825,46,0,1,0,1,11,0
9834,32,1,1,1,1,12,0
9845,35,0,0,0,0,15,0
9850,41,0,0,0,0,11,1
9857,45,1,1,1,0,12,0
9858,34,1,0,1,0,12,1
9862,27,1,1,1,0,12,0
9865,46,0,1,1,0,13,1
9873,43,1,0,1,1,12,1
9877,54,1,0,0,1,14,1
9880,32,1,1,0,0,11,1
9881,39,1,1,0,0,11,1
9882,41,1,1,0,0,12,1
9902,23,1,0,1,0,13,1
9904,39,1,0,1,1,13,1
9906,32,1,1,0,0,12,1
9907,35,0,1,1,0,11,1
9908,38,0,1,1,0,12,0
9909,32,1,1,0,0,11,1
9914,19,0,0,0,1,11,1
9919,32,0,0,0,0,12,1
9924,22,1,1,0,0,11,0
9927,35,1,0,0,0,12,1
9930,33,0,1,0,0,14,1
9931,51,0,0,0,1,16,1
9936,40,1,1,1,0,16,1
9951,52,0,0,0,0,12,1
9954,33,1,1,1,0,11,1
9955,36,0,1,1,1,19,1
9960,30,0,1,1,0,11,1
9961,33,1,0,0,0,12,1
9965,34,1,1,0,0,14,1
9970,43,0,1,0,0,12,1
9980,37,0,0,0,1,11,0
9984,48,0,0,0,0,13,1
9988,39,1,0,0,1,15,1
9991,30,1,1,0,0,11,0
9996,40,0,0,1,0,17,1
9998,32,0,0,0,0,11,1
9999,35,0,0,0,0,11,1
9,17,0,1,0,1,5,1
19,37,0,0,1,1,8,1
20,32,1,0,0,1,6,1
25,25,1,0,0,1,7,1
30,40,0,0,1,1,6,0
36,31,1,1,1,1,2,1
37,32,0,1,0,1,9,0
38,39,0,0,0,1,6,1
39,29,0,1,0,1,10,1
49,32,0,1,0,1,10,1
51,31,0,1,0,1,8,1
52,36,0,0,0,1,8,1
53,38,0,1,1,1,2,1
64,39,0,0,1,1,8,1
66,42,0,1,0,1,4,1
69,41,0,1,0,1,6,0
72,41,1,1,0,1,7,0
75,22,1,0,0,1,5,1
78,29,1,0,0,1,7,1
82,33,1,1,0,1,8,1
90,40,1,0,0,1,7,1
98,42,0,0,0,1,8,1
101,48,0,1,0,1,8,1
123,41,1,0,1,1,7,1
128,38,1,1,1,1,9,1
130,54,0,1,0,1,7,1
135,39,0,0,1,1,9,1
138,50,0,1,1,1,6,1
140,35,0,1,1,1,7,0
143,29,1,1,0,1,4,1
145,29,1,1,0,1,10,1
151,27,0,1,0,1,7,1
152,35,0,0,0,1,8,1
153,43,1,1,0,1,4,1
154,35,0,0,0,1,10,1
165,21,0,1,1,1,6,1
167,29,0,0,0,1,9,1
169,35,1,1,0,1,9,1
172,46,0,1,0,1,7,1
184,49,0,0,0,1,7,1
186,39,0,1,1,1,9,0
189,26,1,0,0,1,8,1
202,24,0,0,0,1,7,1
204,41,0,1,0,1,6,0
206,38,0,1,1,1,5,1
211,48,1,0,1,1,9,1
215,38,0,1,0,1,4,1
216,32,1,1,0,1,7,1
237,42,1,0,0,1,10,1
240,42,0,0,1,1,9,0
253,25,1,0,0,1,7,1
262,26,1,1,0,1,1,0
273,37,0,1,1,1,9,1
276,38,0,1,0,1,3,1
280,50,1,0,1,1,9,1
301,34,1,0,1,1,9,1
310,47,1,1,1,1,10,0
311,32,1,0,0,1,7,1
314,43,0,0,0,1,7,1
330,38,1,0,1,1,7,1
332,42,0,1,0,1,10,1
334,43,0,1,1,1,9,1
338,44,0,1,1,1,7,1
342,37,1,1,0,1,4,1
347,26,0,0,0,1,2,1
348,28,1,1,0,1,8,1
349,42,1,1,0,1,10,1
352,58,1,0,1,1,8,0
357,31,0,1,0,1,9,1
379,30,0,1,0,1,7,1
384,44,1,0,0,1,10,1
387,31,1,1,0,1,9,1
390,24,1,0,0,1,1,1
394,35,0,1,0,1,9,1
403,32,1,1,0,1,8,1
405,56,1,1,1,1,9,1
408,37,0,1,1,1,7,1
410,46,0,1,1,1,10,1
415,45,0,0,0,1,4,1
418,24,0,1,0,1,8,1
419,31,1,0,1,1,8,1
420,33,0,1,0,1,6,1
430,20,1,0,0,1,8,1
441,34,0,0,0,1,8,0
453,19,1,1,1,1,9,1
455,28,0,0,0,1,10,1
458,32,0,1,0,1,9,1
459,29,0,1,1,1,8,1
466,27,1,0,0,1,9,0
475,23,0,1,1,1,8,1
478,50,1,1,0,1,9,1
481,26,0,0,1,1,6,1
491,37,1,1,0,1,8,1
492,37,1,1,0,1,1,1
497,25,0,1,1,1,10,1
502,15,0,0,0,1,4,1
503,37,1,1,1,1,7,1
520,33,0,1,1,1,9,1
521,39,0,0,1,1,9,1
523,29,0,1,1,1,7,1
526,41,1,1,1,1,7,1
529,34,1,0,1,1,3,1
530,36,0,1,0,1,7,1
532,47,0,1,1,1,9,1
533,24,0,1,1,1,10,0
539,34,0,0,0,1,6,1
541,39,1,1,0,1,7,1
548,22,0,0,1,1,6,1
554,36,0,0,1,1,7,1
557,46,0,0,1,1,8,1
558,21,1,1,0,1,9,1
560,39,0,1,0,1,10,1
566,48,1,0,1,1,7,1
567,40,1,1,0,1,9,1
572,39,0,1,1,1,10,0
581,34,0,0,0,1,5,1
592,23,0,1,0,1,3,1
594,35,0,0,1,1,10,1
604,44,0,0,0,1,6,1
620,28,0,0,0,1,9,1
622,33,1,1,0,1,7,1
623,40,0,1,0,1,2,1
634,33,0,1,0,1,6,1
637,56,0,1,0,1,8,1
646,35,1,1,1,1,3,0
650,39,0,0,0,1,7,1
651,34,0,1,0,1,5,1
652,41,0,1,1,1,9,1
665,37,1,1,0,1,9,1
668,29,0,1,0,1,5,1
669,24,0,1,1,1,7,1
674,36,1,0,1,1,5,1
675,50,0,0,1,1,9,1
678,40,1,0,0,1,8,1
679,36,1,1,0,1,7,1
686,43,0,1,0,1,7,1
687,33,1,0,1,1,7,0
688,38,1,0,0,1,7,1
690,32,1,0,0,1,6,1
697,37,0,1,0,1,8,1
700,38,1,1,1,1,8,1
702,39,0,1,0,1,7,1
704,22,0,1,1,1,9,0
713,45,0,1,0,1,7,1
716,32,1,1,0,1,9,1
720,36,1,1,0,1,9,1
721,30,1,1,1,1,6,1
723,45,1,0,0,1,10,1
731,33,0,0,1,1,7,1
732,42,1,1,0,1,10,1
745,40,1,1,1,1,10,1
747,46,0,1,0,1,7,1
749,45,0,1,0,1,9,1
768,46,0,0,1,1,9,1
769,31,0,1,0,1,10,1
773,39,0,0,1,1,6,1
784,24,0,1,0,1,4,1
804,45,0,1,0,1,8,1
806,42,1,1,0,1,3,1
810,21,0,0,0,1,1,1
812,28,1,1,0,1,6,0
815,37,1,1,0,1,6,0
817,30,1,1,0,1,5,1
818,29,0,1,0,1,5,1
820,21,0,1,0,1,10,0
830,37,0,1,0,1,9,1
835,44,0,0,1,1,2,1
838,37,0,0,0,1,8,1
855,52,1,1,0,1,9,1
861,45,1,1,0,1,7,1
864,40,1,1,1,1,5,1
865,24,1,1,0,1,9,1
874,28,0,0,0,1,9,1
882,44,1,1,0,1,10,1
889,34,0,1,1,1,7,1
892,45,1,1,0,1,10,1
898,24,0,1,0,1,9,1
910,34,1,0,1,1,7,1
911,48,1,0,0,1,6,1
916,33,1,1,0,1,9,1
920,28,0,1,0,1,9,1
921,35,0,0,0,1,8,1
927,40,1,0,1,1,9,1
937,42,0,0,1,1,6,1
941,45,1,0,0,1,9,1
944,37,1,0,1,1,8,1
948,40,0,1,1,1,4,1
953,35,0,1,0,1,8,1
956,42,1,1,1,1,3,1
966,35,1,1,0,1,5,1
969,23,0,1,0,1,5,1
974,43,1,0,0,1,9,1
982,37,1,0,0,1,7,0
995,32,0,0,0,1,7,1
1005,37,1,1,1,1,2,1
1026,32,1,1,1,1,10,1
1033,27,0,1,0,1,9,1
1038,37,0,1,1,1,5,1
1050,45,1,1,1,1,2,1
1051,27,1,1,0,1,5,1
1053,42,0,1,1,1,5,1
1056,42,1,1,0,1,7,1
1058,36,1,1,0,1,7,1
1065,25,0,1,0,1,10,1
1068,36,1,1,1,1,7,1
1069,23,0,1,0,1,8,1
1070,50,1,0,1,1,9,1
1076,47,1,1,0,1,7,1
1077,30,0,1,0,1,4,1
1081,27,0,1,0,1,9,1
1083,34,1,1,1,1,8,0
1085,35,1,1,1,1,3,1
1100,36,0,0,1,1,6,1
1105,51,0,1,0,1,4,1
1107,29,1,0,1,1,3,1
1108,34,1,1,1,1,5,1
1112,42,0,0,1,1,7,1
1118,35,0,1,1,1,10,1
1140,43,0,1,0,1,8,1
1145,34,1,1,1,1,9,1
1150,43,0,0,0,1,7,1
1154,36,0,1,0,1,5,1
1158,46,0,0,0,1,7,1
1161,29,0,0,0,1,8,1
1163,29,0,1,0,1,7,1
1164,29,1,1,1,1,8,0
1180,47,1,0,1,1,9,0
1181,28,0,0,0,1,7,1
1183,31,0,1,0,1,9,1
1184,37,1,0,0,1,7,1
1185,27,1,1,1,1,6,1
1186,49,1,1,0,1,7,1
1190,25,0,1,1,1,6,0
1193,38,0,1,0,1,7,1
1194,39,0,1,0,1,6,1
1199,40,1,1,0,1,6,1
1208,38,1,0,1,1,9,1
1242,39,0,1,1,1,4,1
1243,48,1,1,0,1,7,1
1244,35,0,1,0,1,10,1
1248,47,0,1,0,1,1,1
1262,54,1,0,0,1,7,1
1268,28,1,1,1,1,1,1
1274,49,0,1,0,1,5,1
1282,52,1,0,1,1,9,1
1283,40,1,1,0,1,5,1
1284,48,0,1,0,1,6,1
1294,35,1,1,0,1,6,1
1295,39,1,1,0,1,6,1
1297,22,1,1,1,1,3,0
1298,22,1,0,0,1,9,1
1305,30,0,0,1,1,9,1
1310,42,1,1,0,1,1,1
1311,34,0,0,0,1,8,1
1312,34,0,1,0,1,8,0
1317,39,1,0,1,1,5,1
1320,37,0,0,0,1,8,1
1329,29,1,0,1,1,8,1
1330,35,1,0,0,1,9,1
1342,34,1,0,1,1,10,1
1343,26,0,0,0,1,7,1
1345,33,0,1,0,1,8,0
1353,31,0,0,0,1,6,1
1358,27,0,1,1,1,9,1
1359,41,0,0,1,1,10,1
1360,18,0,0,0,1,5,1
1362,28,1,1,1,1,9,1
1365,38,1,1,0,1,6,1
1367,41,1,1,0,1,7,1
1371,36,0,1,1,1,9,1
1382,26,1,0,0,1,9,1
1385,37,0,1,0,1,9,0
1395,47,1,1,0,1,7,1
1398,41,1,1,0,1,2,1
1402,22,1,0,0,1,6,1
1410,41,1,1,0,1,9,1
1428,31,0,0,1,1,9,0
1429,20,0,1,0,1,7,1
1432,34,0,0,0,1,9,1
1433,35,0,1,0,1,7,1
1439,36,1,1,0,1,5,1
1444,35,0,1,1,1,8,1
1465,45,1,1,0,1,8,1
1466,27,0,1,0,1,7,1
1467,34,0,1,1,1,6,1
1471,30,1,1,0,1,8,1
1477,31,1,0,0,1,6,1
1479,39,0,0,0,1,9,1
1487,42,1,1,0,1,8,0
1493,37,1,1,0,1,7,1
1503,45,1,0,0,1,8,1
1510,25,1,1,1,1,9,1
1517,32,1,1,0,1,8,1
1521,42,1,1,1,1,3,1
1539,16,1,0,1,1,10,1
1555,32,0,1,1,1,8,1
1560,30,1,1,0,1,9,1
1566,34,0,1,0,1,10,1
1580,32,0,1,0,1,8,1
1587,40,1,0,1,1,8,1
1588,38,0,1,1,1,10,1
1589,44,0,1,0,1,7,1
1597,36,1,0,0,1,10,1
1600,50,1,1,0,1,4,1
1605,33,0,0,1,1,3,1
1606,24,1,1,0,1,7,1
1612,33,0,0,0,1,8,1
1614,26,1,1,1,1,3,1
1618,30,1,1,0,1,8,1
1645,31,0,1,0,1,4,1
1646,36,0,1,1,1,4,1
1647,35,0,0,1,1,9,1
1658,27,1,0,0,1,10,1
1664,30,1,1,1,1,10,1
1672,23,1,1,0,1,7,1
1673,39,1,1,1,1,10,1
1686,19,1,0,0,1,8,1
1689,53,0,0,0,1,3,1
1698,37,0,1,0,1,9,1
1700,27,0,0,1,1,4,1
1702,23,1,0,0,1,6,1
1705,28,1,0,0,1,6,1
1708,34,0,0,0,1,10,1
1721,33,0,0,0,1,9,0
1732,38,0,1,0,1,7,1
1735,36,0,1,1,1,7,1
1736,15,1,0,0,1,6,1
1737,22,0,0,0,1,4,1
1738,36,1,1,0,1,2,1
1744,36,1,0,0,1,8,1
1769,43,0,1,0,1,7,1
1771,32,0,0,0,1,10,1
1788,27,1,1,0,1,7,0
1794,32,1,0,0,1,9,0
1796,48,1,1,0,1,7,1
1798,29,1,1,1,1,7,1
1805,31,0,1,1,1,7,1
1808,26,0,1,0,1,6,1
1809,40,0,0,1,1,9,1
1813,25,1,1,0,1,8,1
1815,38,1,0,0,1,9,1
1820,45,1,1,0,1,5,1
1826,39,1,1,0,1,10,0
1830,31,1,1,1,1,9,1
1836,51,1,0,1,1,7,1
1849,33,0,1,0,1,7,1
1854,37,1,0,1,1,7,1
1855,42,1,1,0,1,10,1
1856,33,0,0,1,1,6,1
1862,32,1,1,1,1,8,1
1864,55,0,0,0,1,10,1
1871,40,1,0,1,1,4,1
1872,20,0,1,0,1,7,1
1878,35,0,1,0,1,10,1
1885,46,0,1,0,1,5,1
1889,27,0,0,0,1,5,1
1897,23,1,1,0,1,1,1
1902,42,1,1,0,1,3,1
1905,48,0,1,0,1,10,1
1908,31,0,0,1,1,6,1
1915,34,0,0,0,1,4,1
1921,33,1,1,0,1,4,1
1924,51,0,1,0,1,7,0
1928,35,0,1,0,1,8,1
1937,50,0,1,0,1,9,1
1942,25,1,0,0,1,8,1
1943,34,1,1,1,1,9,1
1951,43,0,0,0,1,7,1
1952,32,1,1,1,1,10,0
1959,34,1,0,0,1,8,1
1969,36,1,0,0,1,8,1
1970,36,1,1,1,1,3,1
1980,29,1,0,0,1,10,1
1981,30,0,1,0,1,9,0
1988,40,0,1,0,1,6,1
1996,30,1,1,1,1,6,1
2000,26,1,0,1,1,7,1
2003,26,0,1,1,1,6,1
2004,28,1,1,0,1,7,1
2010,39,1,0,0,1,7,1
2012,43,1,1,0,1,6,1
2019,41,1,0,0,1,8,1
2029,30,1,1,1,1,8,1
2033,42,1,1,0,1,6,1
2039,52,0,1,1,1,6,1
2045,33,1,0,0,1,6,1
2062,41,1,1,0,1,10,1
2065,32,1,0,0,1,4,0
2072,24,0,0,1,1,6,1
2074,18,0,0,1,1,9,1
2075,48,1,0,1,1,2,1
2078,28,1,0,0,1,4,1
2079,46,1,0,1,1,8,1
2081,44,0,0,0,1,5,1
2087,30,0,0,1,1,4,1
2088,29,0,0,0,1,4,0
2096,42,0,1,0,1,8,1
2098,39,1,1,0,1,8,1
2099,33,1,1,0,1,8,1
2100,38,1,0,0,1,6,1
2103,45,0,0,0,1,4,1
2105,26,0,1,1,1,8,1
2134,32,0,1,1,1,6,1
2138,45,1,0,0,1,8,1
2146,43,1,1,0,1,8,0
2155,37,1,0,1,1,6,0
2159,21,0,1,0,1,3,1
2163,46,1,1,1,1,8,1
2178,33,1,0,0,1,10,1
2185,30,0,0,0,1,6,1
2189,43,1,1,0,1,10,1
