"bundleID","live_science","live_nature","live_magic","dance_troupes","sing_styles","comedy_styles","show_length","avg_rating"
400,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Slapstick","10",4.70188708227674
401,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Slapstick","20",8.14276214019444
402,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Slapstick","30",6.46566153603942
403,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Open Mic","10",6.31816796777482
404,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Open Mic","20",5.61158316349743
405,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Beatles","Open Mic","30",4.34050747002229
406,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Improv","10",3.75803094534099
407,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Improv","20",5.91579748499665
408,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Improv","30",7.17129008915438
409,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Slapstick","10",5.71796126139871
410,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Slapstick","20",6.32253351529114
411,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Slapstick","30",5.11434582083489
412,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Open Mic","10",5.55525764484922
413,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Open Mic","20",8.81358934812095
414,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Wiggles","Open Mic","30",7.26183062108991
415,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Improv","10",2.71729891854416
416,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Improv","20",7.6191191493587
417,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Improv","30",8.58837960344975
418,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Slapstick","10",5.06681772608905
419,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Slapstick","20",9.30017974749233
420,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Slapstick","30",5.21201467772695
421,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Open Mic","10",3.7719849164519
422,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Open Mic","20",6.59514548839513
423,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Italian Opera","Open Mic","30",4.29475030197957
424,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Improv","10",8.89131954056877
425,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Improv","20",4.5964470014004
426,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Improv","30",1.03168772936771
427,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Slapstick","10",6.44834466624152
428,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Slapstick","20",6.62449027981433
429,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Slapstick","30",2.2199511320051
430,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Open Mic","10",3.78290651276087
431,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Open Mic","20",5.51343933907976
432,"Liquid Air Show","Wide World of Canines","Card Tricks","Celtic Folk Dance","Open Mic","Open Mic","30",3.12020643487836
433,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Improv","10",8.58783567126011
434,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Improv","20",5.2781991347755
435,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Improv","30",4.55789830366707
436,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Slapstick","10",2.91142581472307
437,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Slapstick","20",4.61778331733807
438,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Slapstick","30",6.45639281791033
439,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Open Mic","10",5.87758442432422
440,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Open Mic","20",4.61987756360731
441,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Beatles","Open Mic","30",3.22685607727377
442,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Improv","10",5.56192400320596
443,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Improv","20",5.13344503130176
444,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Improv","30",5.12028303774213
445,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Slapstick","10",5.72403401342559
446,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Slapstick","20",6.80874022717569
447,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Slapstick","30",4.87710367882416
448,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Open Mic","10",9.85385928251181
449,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Open Mic","20",7.06279559144126
450,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Wiggles","Open Mic","30",5.20270080178786
451,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Improv","10",5.41639536268719
452,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Improv","20",5.95341342355852
453,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Improv","30",5.13190332029073
454,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Slapstick","10",2.6549809892055
455,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Slapstick","20",5.86728040793531
456,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Slapstick","30",5.30044282291798
457,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Open Mic","10",3.00763167398955
458,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Open Mic","20",5.53091791485697
459,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Italian Opera","Open Mic","30",6.54663383701012
460,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Improv","10",8.64808159358339
461,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Improv","20",5.50230826787386
462,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Improv","30",3.75354092098024
463,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Slapstick","10",5.9220071683766
464,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Slapstick","20",3.42348134010633
465,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Slapstick","30",3.87263622108247
466,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Open Mic","10",2.69949277886074
467,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Open Mic","20",4.96068699585902
468,"Liquid Air Show","Wide World of Canines","Mind Reader","Atlanta Ballet","Open Mic","Open Mic","30",4.227150098617
469,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Improv","10",1.23546948648688
470,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Improv","20",9.6492653439382
471,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Improv","30",8.5191401211417
472,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Slapstick","10",7.33191918728678
473,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Slapstick","20",9.09365497650551
474,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Slapstick","30",7.21095973865933
475,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Open Mic","10",7.80863512793912
476,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Open Mic","20",8.65068324187252
477,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Beatles","Open Mic","30",4.0902309823042
478,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Improv","10",8.47238244844343
479,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Improv","20",4.90650505108978
480,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Improv","30",5.75540235281255
481,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Slapstick","10",5.6063489416575
482,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Slapstick","20",5.58075941476287
483,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Slapstick","30",5.02819258005777
484,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Open Mic","10",3.17095798944659
485,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Open Mic","20",5.25181596668527
486,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Wiggles","Open Mic","30",6.09493028060319
487,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Improv","10",6.7987234107707
488,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Improv","20",4.4282657238055
489,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Improv","30",4.26008675730966
490,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Slapstick","10",3.82464007358813
491,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Slapstick","20",7.46298191819494
492,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Slapstick","30",6.55756249001344
493,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Open Mic","10",4.15860964199556
494,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Open Mic","20",7.11667001927055
495,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Italian Opera","Open Mic","30",0.348990151127178
496,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Improv","10",5.99443027096214
497,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Improv","20",5.870951879432
498,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Improv","30",3.12508615863295
499,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Slapstick","10",3.95138829752047
500,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Slapstick","20",6.62030550951211
501,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Slapstick","30",5.8108424191437
502,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Open Mic","10",6.16712431135848
503,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Open Mic","20",3.68972903105829
504,"Liquid Air Show","Wide World of Canines","Mind Reader","Hip-Hop Fusion","Open Mic","Open Mic","30",0.92289754949943
505,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Improv","10",7.21036696938186
506,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Improv","20",6.69235749969077
507,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Improv","30",6.11142787071196
508,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Slapstick","10",5.12673550506418
509,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Slapstick","20",5.35967301542862
510,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Slapstick","30",1.23404860554274
511,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Open Mic","10",4.86835637991263
512,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Open Mic","20",3.93482186386361
513,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Beatles","Open Mic","30",7.07217582595837
514,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Improv","10",6.04176833470272
515,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Improv","20",3.28616690777222
516,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Improv","30",5.00717547800618
517,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Slapstick","10",6.77552045608762
518,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Slapstick","20",9.01733693103849
519,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Slapstick","30",4.51955945912203
520,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Open Mic","10",5.48193258286892
521,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Open Mic","20",6.87050021719408
522,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Wiggles","Open Mic","30",4.95532595976655
523,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Improv","10",4.87052473789353
524,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Improv","20",2.59597289081002
525,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Improv","30",2.84676852201228
526,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Slapstick","10",5.53601625120504
527,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Slapstick","20",6.16386233722009
528,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Slapstick","30",5.03917281067932
529,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Open Mic","10",6.09607696716329
530,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Open Mic","20",6.31202568425338
531,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Italian Opera","Open Mic","30",5.62510456624447
532,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Improv","10",5.81508836717892
533,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Improv","20",3.84979308607487
534,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Improv","30",5.26736309537144
535,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Slapstick","10",5.8095547607644
536,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Slapstick","20",7.25467516421406
537,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Slapstick","30",3.2483927466659
538,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Open Mic","10",9.71852140306498
539,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Open Mic","20",4.66017977944888
540,"Liquid Air Show","Wide World of Canines","Mind Reader","Salsa Vida","Open Mic","Open Mic","30",3.27324371457016
541,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Improv","10",4.72182487383691
542,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Improv","20",6.77770756749207
543,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Improv","30",5.9720214509778
544,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Slapstick","10",1.86074083088809
545,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Slapstick","20",8.03194814721577
546,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Slapstick","30",2.27708150281853
547,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Open Mic","10",4.25068833131931
548,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Open Mic","20",9.15306702813228
549,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Beatles","Open Mic","30",4.96335907190856
550,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Improv","10",3.58962277757576
551,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Improv","20",6.69940055712332
552,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Improv","30",8.89458255078941
553,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Slapstick","10",4.21126818238818
554,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Slapstick","20",6.18071246713
555,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Slapstick","30",4.18698772870707
556,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Open Mic","10",9.07527029126932
557,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Open Mic","20",6.6938104299621
558,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Wiggles","Open Mic","30",5.71579215961775
559,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Improv","10",4.28908753491442
560,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Improv","20",8.27533467974721
561,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Improv","30",5.360971600336
562,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Slapstick","10",5.36307989361352
563,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Slapstick","20",7.61818050441301
564,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Slapstick","30",6.87997893883343
565,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Open Mic","10",3.50036150812716
566,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Open Mic","20",4.90890097511739
567,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Italian Opera","Open Mic","30",5.6107460559348
568,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Improv","10",5.72776933447944
569,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Improv","20",3.49096037707165
570,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Improv","30",1.41582771390402
571,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Slapstick","10",4.4715669128342
572,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Slapstick","20",1.78018495810748
573,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Slapstick","30",4.59053577785888
574,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Open Mic","10",1.93331050115713
575,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Open Mic","20",3.07461006858541
576,"Liquid Air Show","Wide World of Canines","Mind Reader","Celtic Folk Dance","Open Mic","Open Mic","30",2.85015922195374
577,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Improv","10",3.41126810059274
578,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Improv","20",3.34312387866797
579,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Improv","30",5.80881816905056
580,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Slapstick","10",6.30759349260785
581,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Slapstick","20",2.467473607026
582,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Slapstick","30",4.78642432750102
583,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Open Mic","10",2.58748485458602
584,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Open Mic","20",6.13888329363955
585,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Beatles","Open Mic","30",5.61606639406844
586,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Improv","10",3.81383199281972
587,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Improv","20",3.77590119687807
588,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Improv","30",4.98884394446321
589,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Slapstick","10",6.53880279805538
590,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Slapstick","20",4.95483301332145
591,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Slapstick","30",0.203464903685597
592,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Open Mic","10",3.10574708087738
593,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Open Mic","20",6.5858951578457
594,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Wiggles","Open Mic","30",1.73823500841583
595,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Italian Opera","Improv","10",2.7223741168921
596,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Italian Opera","Improv","20",4.16325958026827
597,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Italian Opera","Improv","30",4.89812120042369
598,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Italian Opera","Slapstick","10",4.5940881498559
599,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Italian Opera","Slapstick","20",5.80462668051277
600,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Italian Opera","Slapstick","30",3.27004220293084
601,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Italian Opera","Open Mic","10",1.71268761959182
602,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Italian Opera","Open Mic","20",3.2416762222933
603,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Italian Opera","Open Mic","30",2.74891721616536
604,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Open Mic","Improv","10",3.55379100143175
605,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Open Mic","Improv","20",2.26556263725562
606,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Open Mic","Improv","30",1.48417623124934
607,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Open Mic","Slapstick","10",1.54960222832742
608,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Open Mic","Slapstick","20",3.93143396585775
609,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Open Mic","Slapstick","30",5.24256327491641
610,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Open Mic","Open Mic","10",4.24726678649732
611,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Open Mic","Open Mic","20",1.19595843399235
612,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Atlanta Ballet","Open Mic","Open Mic","30",1.44572216703841
613,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Beatles","Improv","10",4.48459718174425
614,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Beatles","Improv","20",4.2807564867771
615,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Beatles","Improv","30",2.84737928557904
616,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Beatles","Slapstick","10",5.18385952264657
617,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Beatles","Slapstick","20",1.86691887816333
618,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Beatles","Slapstick","30",2.96796184530737
619,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Beatles","Open Mic","10",2.71427235571743
620,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Beatles","Open Mic","20",8.48383831471161
621,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Beatles","Open Mic","30",2.75912765208284
622,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Wiggles","Improv","10",6.71502345068809
623,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Wiggles","Improv","20",7.95890207320279
624,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Wiggles","Improv","30",4.86114617933522
625,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Wiggles","Slapstick","10",6.8256407246419
626,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Wiggles","Slapstick","20",4.84373086225312
627,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Wiggles","Slapstick","30",4.16588291322163
628,"Liquid Air Show","Fun With Vipers and Cobras","Card Tricks","Hip-Hop Fusion","Wiggles","Open Mic","10",2.51945594900958
